investor_id,sip_count,average_gap_days,max_gap_days,is_at_risk
INV000529,6,59.2,110.0,1
INV000531,7,47.0,82.0,1
INV000539,7,77.0,153.0,1
INV000540,7,73.5,123.0,1
INV000543,7,83.66666666666667,218.0,1
INV000545,6,80.6,181.0,1
INV000546,9,55.0,154.0,1
INV000547,6,55.8,140.0,1
INV000549,6,96.2,146.0,1
INV000553,6,72.0,172.0,1
INV000554,6,70.2,171.0,1
INV000556,8,52.42857142857143,156.0,1
INV000562,6,74.4,197.0,1
INV000563,7,76.33333333333333,198.0,1
INV000566,7,35.0,119.0,1
INV000567,6,63.8,166.0,1
INV000568,6,62.4,180.0,1
INV000570,8,67.28571428571429,186.0,1
INV000573,7,50.833333333333336,154.0,1
INV000575,6,71.6,155.0,1
INV000578,7,66.83333333333333,164.0,1
INV000581,7,78.33333333333333,160.0,1
INV000586,7,44.5,111.0,1
INV000589,9,59.125,90.0,1
INV000591,7,64.5,112.0,1
INV000593,6,74.2,179.0,1
INV000596,9,51.75,140.0,1
INV000597,6,88.6,198.0,1
INV000599,7,81.5,171.0,1
INV000607,7,66.66666666666667,209.0,1
INV000608,6,100.2,324.0,1
INV000609,6,47.0,87.0,1
INV000612,11,49.3,169.0,1
INV000615,7,55.833333333333336,139.0,1
INV000624,7,31.666666666666668,53.0,1
INV000625,6,86.4,134.0,1
INV000630,7,68.66666666666667,161.0,1
INV000631,6,54.0,145.0,1
INV000634,9,52.25,147.0,1
INV000635,6,75.0,240.0,1
INV000641,6,54.8,126.0,1
INV000642,9,53.5,139.0,1
INV000645,6,66.0,127.0,1
INV000646,7,62.333333333333336,138.0,1
INV000651,6,94.0,304.0,1
INV000652,6,93.8,262.0,1
INV000657,8,64.71428571428571,106.0,1
INV000662,8,66.14285714285714,185.0,1
INV000663,6,94.4,247.0,1
INV000665,10,36.22222222222222,148.0,1
INV000667,6,68.0,134.0,1
INV000673,6,92.8,235.0,1
INV000675,6,62.8,155.0,1
INV000676,11,35.3,106.0,1
INV000678,7,63.333333333333336,140.0,1
INV000683,9,54.5,137.0,1
INV000690,8,56.285714285714285,134.0,1
INV000691,6,66.4,163.0,1
INV000698,9,52.25,219.0,1
INV000699,6,42.8,147.0,1
INV000701,7,83.66666666666667,298.0,1
INV000707,9,34.375,106.0,1
INV000709,7,65.16666666666667,128.0,1
INV000710,6,88.6,264.0,1
INV000714,9,37.0,95.0,1
INV000718,7,57.833333333333336,118.0,1
INV000719,7,72.83333333333333,185.0,1
INV000724,6,81.2,227.0,1
INV000725,7,67.66666666666667,92.0,1
INV000734,8,64.0,180.0,1
INV000737,6,92.6,168.0,1
INV000747,6,84.6,205.0,1
INV000750,9,26.5,84.0,1
INV000751,9,53.0,193.0,1
INV000754,7,72.33333333333333,103.0,1
INV000759,7,83.0,156.0,1
INV000761,7,75.16666666666667,173.0,1
INV000768,8,60.0,124.0,1
INV000772,6,46.0,81.0,1
INV000774,7,73.66666666666667,169.0,1
INV000776,8,59.42857142857143,116.0,1
INV000777,6,66.0,121.0,1
INV000778,8,59.714285714285715,182.0,1
INV000779,6,75.0,153.0,1
INV000783,6,89.8,187.0,1
INV000785,6,32.6,66.0,1
INV000786,9,64.125,199.0,1
INV000789,8,55.142857142857146,225.0,1
INV000793,8,69.14285714285714,149.0,1
INV000803,7,77.16666666666667,147.0,1
INV000814,6,94.0,195.0,1
INV000822,7,55.5,141.0,1
INV000823,7,39.666666666666664,69.0,1
INV000827,8,58.285714285714285,122.0,1
INV000830,6,72.2,165.0,1
INV000833,8,67.28571428571429,182.0,1
INV000836,6,84.8,123.0,1
INV000843,6,55.6,102.0,1
INV000844,7,66.16666666666667,151.0,1
INV000847,6,47.8,75.0,1
INV000853,10,49.333333333333336,193.0,1
INV000854,9,61.25,170.0,1
INV000858,9,44.875,157.0,1
INV000862,6,91.2,372.0,1
INV000864,6,40.8,106.0,1
INV000865,9,45.75,99.0,1
INV000869,6,65.4,100.0,1
INV000873,7,73.5,299.0,1
INV000874,9,62.125,149.0,1
INV000877,6,59.4,159.0,1
INV000881,10,46.111111111111114,155.0,1
INV000887,7,65.66666666666667,268.0,1
INV000888,7,80.33333333333333,166.0,1
INV000893,7,59.5,147.0,1
INV000894,6,55.0,105.0,1
INV000901,6,54.0,95.0,1
INV000907,6,59.2,139.0,1
INV000920,6,75.6,220.0,1
INV000926,6,80.0,111.0,1
INV000929,7,58.166666666666664,116.0,1
INV000930,8,32.42857142857143,118.0,1
INV000935,9,30.875,73.0,1
INV000939,8,60.57142857142857,154.0,1
INV000942,7,53.0,92.0,1
INV000949,7,67.5,135.0,1
INV000950,6,91.0,215.0,1
INV000971,7,46.833333333333336,139.0,1
INV000974,7,73.5,143.0,1
INV000977,10,48.77777777777778,147.0,1
INV000979,6,79.8,115.0,1
INV000980,8,44.42857142857143,121.0,1
INV000981,6,50.4,104.0,1
INV000986,7,60.833333333333336,182.0,1
INV000994,6,63.8,167.0,1
INV001001,8,60.285714285714285,137.0,1
INV001002,7,41.666666666666664,85.0,1
INV001005,6,93.6,206.0,1
INV001008,7,64.66666666666667,191.0,1
INV001013,6,96.8,164.0,1
INV001017,6,67.0,142.0,1
INV001019,9,44.875,180.0,1
INV001021,7,68.66666666666667,186.0,1
INV001023,8,72.42857142857143,202.0,1
INV001025,6,38.8,76.0,1
INV001026,6,69.4,132.0,1
INV001037,10,42.0,86.0,1
INV001039,6,66.2,187.0,1
INV001041,7,83.0,195.0,1
INV001047,7,66.16666666666667,142.0,1
INV001048,8,47.0,84.0,1
INV001051,8,54.142857142857146,139.0,1
INV001053,8,55.857142857142854,116.0,1
INV001055,6,93.2,177.0,1
INV001060,9,53.375,89.0,1
INV001061,9,51.125,141.0,1
INV001063,8,43.285714285714285,120.0,1
INV001064,9,59.5,160.0,1
INV001069,8,41.285714285714285,98.0,1
INV001070,6,97.0,329.0,1
INV001092,7,77.33333333333333,186.0,1
INV001099,8,26.142857142857142,63.0,1
INV001102,7,55.333333333333336,87.0,1
INV001115,6,81.4,290.0,1
INV001116,9,58.125,194.0,1
INV001117,8,61.714285714285715,137.0,1
INV001130,7,76.83333333333333,131.0,1
INV001137,7,57.0,120.0,1
INV001140,6,60.4,125.0,1
INV001141,6,97.6,132.0,1
INV001142,7,42.833333333333336,106.0,1
INV001156,6,102.4,175.0,1
INV001160,8,57.57142857142857,99.0,1
INV001161,6,80.6,159.0,1
INV001163,7,67.33333333333333,255.0,1
INV001167,6,96.2,207.0,1
INV001170,6,68.2,119.0,1
INV001173,6,67.0,146.0,1
INV001178,7,79.66666666666667,140.0,1
INV001180,6,74.4,198.0,1
INV001181,8,67.42857142857143,163.0,1
INV001190,6,97.0,198.0,1
INV001195,8,53.42857142857143,167.0,1
INV001196,6,92.2,169.0,1
INV001202,8,58.0,103.0,1
INV001206,6,83.6,190.0,1
INV001208,7,51.833333333333336,107.0,1
INV001210,9,36.875,93.0,1
INV001217,8,60.142857142857146,205.0,1
INV001219,8,50.857142857142854,118.0,1
INV001220,7,77.16666666666667,104.0,1
INV001223,7,70.83333333333333,175.0,1
INV001234,8,60.57142857142857,119.0,1
INV001235,9,59.0,161.0,1
INV001237,6,98.0,182.0,1
INV001238,7,68.5,220.0,1
INV001242,6,69.8,128.0,1
INV001251,6,82.0,223.0,1
INV001262,7,44.833333333333336,116.0,1
INV001274,7,73.33333333333333,161.0,1
INV001275,7,66.66666666666667,140.0,1
INV001282,6,67.0,196.0,1
INV001287,6,92.2,157.0,1
INV001288,7,45.666666666666664,148.0,1
INV001291,6,76.2,181.0,1
INV001295,9,50.75,165.0,1
INV001298,7,71.83333333333333,158.0,1
INV001299,9,51.25,121.0,1
INV001304,6,97.6,177.0,1
INV001308,9,54.625,147.0,1
INV001310,6,81.2,232.0,1
INV001314,10,50.44444444444444,130.0,1
INV001315,7,51.833333333333336,124.0,1
INV001316,6,92.4,198.0,1
INV001317,6,84.8,162.0,1
INV001318,10,46.22222222222222,150.0,1
INV001326,8,69.42857142857143,182.0,1
INV001329,6,68.2,97.0,1
INV001331,6,94.2,202.0,1
INV001332,7,80.0,179.0,1
INV001333,7,78.66666666666667,185.0,1
INV001336,8,65.85714285714286,198.0,1
INV001348,7,47.833333333333336,121.0,1
INV001351,7,70.5,208.0,1
INV001355,6,60.2,187.0,1
INV001356,6,79.2,191.0,1
INV001359,7,72.5,313.0,1
INV001361,7,50.5,103.0,1
INV001367,6,99.0,222.0,1
INV001375,7,78.5,176.0,1
INV001376,7,78.66666666666667,181.0,1
INV001383,8,56.142857142857146,117.0,1
INV001387,9,57.25,130.0,1
INV001394,8,63.57142857142857,171.0,1
INV001400,6,76.8,266.0,1
INV001401,6,68.6,197.0,1
INV001406,10,47.666666666666664,202.0,1
INV001407,6,45.2,141.0,1
INV001415,8,68.14285714285714,173.0,1
INV001418,6,88.6,187.0,1
INV001419,6,85.8,137.0,1
INV001423,8,48.57142857142857,105.0,1
INV001428,6,79.4,174.0,1
INV001432,6,71.4,175.0,1
INV001434,6,80.6,178.0,1
INV001442,9,57.125,238.0,1
INV001454,7,73.0,176.0,1
INV001455,8,64.71428571428571,153.0,1
INV001457,6,43.8,63.0,1
INV001458,7,59.833333333333336,101.0,1
INV001466,6,44.6,82.0,1
INV001472,6,79.0,141.0,1
INV001482,6,80.6,280.0,1
INV001485,9,55.0,150.0,1
INV001491,6,98.8,260.0,1
INV001497,9,63.0,138.0,1
INV001504,9,54.25,134.0,1
INV001507,6,86.2,167.0,1
INV001510,7,66.83333333333333,124.0,1
INV001514,7,51.833333333333336,72.0,1
INV001516,6,56.8,85.0,1
INV001526,6,50.4,134.0,1
INV001530,7,64.66666666666667,122.0,1
INV001532,7,56.833333333333336,101.0,1
INV001536,7,69.0,189.0,1
INV001545,6,92.8,208.0,1
INV001547,7,72.16666666666667,119.0,1
INV001548,6,80.6,197.0,1
INV001550,7,79.0,191.0,1
INV001551,6,61.8,131.0,1
INV001562,10,44.22222222222222,146.0,1
INV001564,8,55.714285714285715,157.0,1
INV001569,6,83.4,314.0,1
INV001579,7,75.0,193.0,1
INV001580,7,45.666666666666664,119.0,1
INV001585,6,56.6,182.0,1
INV001587,7,65.0,144.0,1
INV001597,7,56.0,165.0,1
INV001599,6,58.2,133.0,1
INV001602,6,93.8,294.0,1
INV001603,7,54.5,93.0,1
INV001605,8,60.57142857142857,136.0,1
INV001606,7,67.66666666666667,148.0,1
INV001616,9,53.0,117.0,1
INV001623,6,92.0,188.0,1
INV001625,6,72.0,209.0,1
INV001628,8,51.714285714285715,139.0,1
INV001629,7,67.5,82.0,1
INV001631,6,57.0,101.0,1
INV001636,9,48.875,159.0,1
INV001641,6,88.4,168.0,1
INV001644,6,65.6,89.0,1
INV001645,6,67.6,202.0,1
INV001649,10,51.666666666666664,120.0,1
INV001651,7,78.66666666666667,130.0,1
INV001653,6,55.2,94.0,1
INV001654,7,56.0,137.0,1
INV001656,8,59.857142857142854,246.0,1
INV001662,6,60.2,147.0,1
INV001672,9,34.0,130.0,1
INV001673,11,49.3,181.0,1
INV001680,9,58.875,200.0,1
INV001683,7,72.5,186.0,1
INV001689,6,83.6,153.0,1
INV001690,7,81.16666666666667,114.0,1
INV001691,6,82.0,254.0,1
INV001694,8,66.14285714285714,144.0,1
INV001697,9,62.5,287.0,1
INV001699,6,83.2,183.0,1
INV001709,6,51.8,84.0,1
INV001711,7,65.83333333333333,189.0,1
INV001712,6,66.6,144.0,1
INV001715,8,68.28571428571429,188.0,1
INV001718,6,84.0,237.0,1
INV001724,7,69.66666666666667,134.0,1
INV001728,8,50.57142857142857,131.0,1
INV001737,7,56.833333333333336,191.0,1
INV001738,9,47.5,153.0,1
INV001739,9,52.5,96.0,1
INV001741,6,89.4,260.0,1
INV001744,7,78.5,155.0,1
INV001752,7,69.33333333333333,170.0,1
INV001753,11,42.8,128.0,1
INV001757,8,55.57142857142857,121.0,1
INV001759,10,49.55555555555556,126.0,1
INV001769,6,98.0,166.0,1
INV001772,6,95.0,184.0,1
INV001775,8,29.142857142857142,65.0,1
INV001777,9,57.625,156.0,1
INV001778,8,63.57142857142857,283.0,1
INV001797,7,79.66666666666667,132.0,1
INV001800,7,49.666666666666664,132.0,1
INV001802,7,61.666666666666664,151.0,1
INV001803,6,59.0,127.0,1
INV001804,8,55.857142857142854,126.0,1
INV001806,8,60.0,209.0,1
INV001809,6,95.6,249.0,1
INV001811,9,54.25,196.0,1
INV001822,6,19.8,43.0,1
INV001823,8,58.142857142857146,172.0,1
INV001826,6,51.2,128.0,1
INV001828,8,44.42857142857143,91.0,1
INV001831,6,72.8,181.0,1
INV001837,7,62.833333333333336,157.0,1
INV001841,6,56.2,129.0,1
INV001853,8,47.42857142857143,95.0,1
INV001858,8,55.142857142857146,261.0,1
INV001865,7,63.5,145.0,1
INV001866,6,58.8,117.0,1
INV001870,7,76.0,164.0,1
INV001871,7,55.0,101.0,1
INV001883,6,99.2,203.0,1
INV001885,6,71.2,128.0,1
INV001886,9,50.75,129.0,1
INV001890,6,102.6,207.0,1
INV001891,6,96.4,261.0,1
INV001909,8,62.142857142857146,121.0,1
INV001912,6,86.4,256.0,1
INV001920,7,39.0,76.0,1
INV001921,8,68.57142857142857,225.0,1
INV001923,7,80.66666666666667,106.0,1
INV001924,7,59.166666666666664,119.0,1
INV001927,6,58.8,91.0,1
INV001929,6,66.2,242.0,1
INV001937,8,60.42857142857143,253.0,1
INV001938,9,43.0,112.0,1
INV001943,6,74.4,171.0,1
INV001950,7,60.166666666666664,134.0,1
INV001951,7,58.833333333333336,124.0,1
INV001954,6,86.8,273.0,1
INV001955,6,76.0,199.0,1
INV001961,6,83.4,234.0,1
INV001969,6,79.2,163.0,1
INV001971,8,54.714285714285715,87.0,1
INV001972,8,42.42857142857143,153.0,1
INV001978,6,83.2,112.0,1
INV001979,6,55.4,100.0,1
INV001982,6,85.8,289.0,1
INV001986,7,47.666666666666664,98.0,1
INV001987,7,67.0,241.0,1
INV001990,8,45.285714285714285,91.0,1
INV001993,6,56.6,147.0,1
INV001995,6,48.6,94.0,1
INV001997,6,88.6,168.0,1
INV002001,6,84.8,335.0,1
INV002006,6,73.6,157.0,1
INV002010,6,74.6,103.0,1
INV002017,7,44.666666666666664,99.0,1
INV002018,6,63.6,106.0,1
INV002019,6,68.8,117.0,1
INV002025,7,55.833333333333336,92.0,1
INV002033,7,55.0,123.0,1
INV002034,8,69.0,166.0,1
INV002037,6,33.2,61.0,1
INV002038,6,84.0,202.0,1
INV002051,6,78.6,159.0,1
INV002052,7,44.166666666666664,114.0,1
INV002069,10,47.55555555555556,95.0,1
INV002070,7,81.33333333333333,118.0,1
INV002083,10,51.666666666666664,193.0,1
INV002085,6,65.0,220.0,1
INV002090,6,90.2,231.0,1
INV002092,7,33.5,54.0,1
INV002101,6,80.2,248.0,1
INV002102,6,44.8,63.0,1
INV002107,8,71.14285714285714,298.0,1
INV002111,8,62.42857142857143,123.0,1
INV002119,6,78.0,195.0,1
INV002121,7,68.5,197.0,1
INV002122,7,40.333333333333336,97.0,1
INV002127,6,60.2,113.0,1
INV002134,7,82.66666666666667,180.0,1
INV002138,6,91.8,189.0,1
INV002142,9,45.5,162.0,1
INV002143,8,63.57142857142857,148.0,1
INV002149,8,42.285714285714285,215.0,1
INV002150,6,73.6,216.0,1
INV002151,9,60.375,201.0,1
INV002153,7,67.83333333333333,194.0,1
INV002154,6,89.4,175.0,1
INV002155,6,78.0,190.0,1
INV002157,7,58.5,142.0,1
INV002159,6,65.0,104.0,1
INV002162,9,58.375,198.0,1
INV002166,6,99.2,248.0,1
INV002171,7,55.833333333333336,150.0,1
INV002177,7,73.0,330.0,1
INV002178,8,66.42857142857143,236.0,1
INV002179,8,54.142857142857146,171.0,1
INV002182,7,70.5,148.0,1
INV002185,6,48.4,92.0,1
INV002186,7,74.83333333333333,167.0,1
INV002187,7,67.83333333333333,221.0,1
INV002195,9,49.25,154.0,1
INV002196,8,62.142857142857146,115.0,1
INV002198,9,43.0,93.0,1
INV002199,7,50.833333333333336,94.0,1
INV002202,8,70.42857142857143,276.0,1
INV002206,7,49.0,141.0,1
INV002208,7,71.33333333333333,142.0,1
INV002211,7,63.833333333333336,109.0,1
INV002216,8,61.714285714285715,172.0,1
INV002218,6,67.8,181.0,1
INV002219,8,70.85714285714286,166.0,1
INV002228,6,68.6,109.0,1
INV002229,6,64.6,101.0,1
INV002230,8,57.57142857142857,171.0,1
INV002232,7,69.16666666666667,174.0,1
INV002236,7,73.66666666666667,119.0,1
INV002237,7,51.666666666666664,142.0,1
INV002240,7,77.83333333333333,266.0,1
INV002241,7,65.66666666666667,124.0,1
INV002251,6,62.6,157.0,1
INV002256,6,75.6,115.0,1
INV002259,7,45.333333333333336,89.0,1
INV002260,6,77.8,235.0,1
INV002265,7,63.166666666666664,244.0,1
INV002277,7,67.33333333333333,127.0,1
INV002280,7,71.66666666666667,182.0,1
INV002282,6,53.2,102.0,1
INV002284,6,85.0,277.0,1
INV002290,6,61.6,112.0,1
INV002294,8,48.714285714285715,163.0,1
INV002295,7,64.5,159.0,1
INV002298,6,23.2,37.0,1
INV002304,10,42.55555555555556,104.0,1
INV002315,7,71.83333333333333,174.0,1
INV002319,7,60.0,123.0,1
INV002322,6,63.4,102.0,1
INV002327,6,76.4,215.0,1
INV002329,7,57.0,183.0,1
INV002342,6,74.2,212.0,1
INV002343,9,57.75,115.0,1
INV002347,9,40.5,79.0,1
INV002348,6,94.4,166.0,1
INV002349,6,52.2,75.0,1
INV002351,6,77.2,204.0,1
INV002357,7,68.33333333333333,240.0,1
INV002360,9,56.125,129.0,1
INV002361,6,55.4,198.0,1
INV002367,7,52.5,134.0,1
INV002368,7,61.166666666666664,215.0,1
INV002369,6,60.0,136.0,1
INV002370,7,70.16666666666667,237.0,1
INV002372,6,95.2,133.0,1
INV002373,8,70.14285714285714,154.0,1
INV002374,6,21.2,34.0,0
INV002384,10,39.111111111111114,92.0,1
INV002388,6,33.2,84.0,1
INV002389,10,50.77777777777778,126.0,1
INV002390,6,47.0,100.0,1
INV002391,6,40.2,124.0,1
INV002395,6,97.0,225.0,1
INV002400,9,55.375,141.0,1
INV002401,8,59.142857142857146,125.0,1
INV002402,7,47.166666666666664,89.0,1
INV002407,7,47.833333333333336,167.0,1
INV002409,8,55.57142857142857,125.0,1
INV002413,8,53.0,189.0,1
INV002415,8,57.42857142857143,110.0,1
INV002417,7,83.33333333333333,190.0,1
INV002418,6,91.6,128.0,1
INV002420,6,72.8,107.0,1
INV002422,10,50.333333333333336,139.0,1
INV002429,6,78.6,216.0,1
INV002434,6,88.2,217.0,1
INV002437,7,49.166666666666664,212.0,1
INV002445,8,38.142857142857146,117.0,1
INV002453,7,63.0,87.0,1
INV002458,6,72.4,232.0,1
INV002459,8,53.714285714285715,161.0,1
INV002463,6,95.4,236.0,1
INV002464,6,35.4,97.0,1
INV002466,7,80.66666666666667,270.0,1
INV002467,8,38.857142857142854,116.0,1
INV002471,6,56.4,98.0,1
INV002475,10,49.666666666666664,119.0,1
INV002476,6,86.0,235.0,1
INV002485,6,70.4,136.0,1
INV002490,8,70.0,125.0,1
INV002495,6,82.2,174.0,1
INV002496,6,53.0,156.0,1
INV002497,8,67.28571428571429,152.0,1
INV002508,9,51.625,171.0,1
INV002509,10,33.666666666666664,74.0,1
INV002510,7,64.33333333333333,176.0,1
INV002521,6,74.6,206.0,1
INV002527,7,49.666666666666664,93.0,1
INV002530,8,71.42857142857143,175.0,1
INV002531,7,76.33333333333333,182.0,1
INV002543,7,74.66666666666667,116.0,1
INV002547,6,89.0,181.0,1
INV002552,10,48.22222222222222,184.0,1
INV002554,7,49.666666666666664,100.0,1
INV002555,7,72.0,172.0,1
INV002557,7,67.16666666666667,264.0,1
INV002558,6,97.6,297.0,1
INV002560,6,95.2,155.0,1
INV002563,6,65.8,114.0,1
INV002567,6,82.0,127.0,1
INV002568,8,61.57142857142857,144.0,1
INV002570,7,62.0,150.0,1
INV002572,8,55.714285714285715,108.0,1
INV002574,6,79.4,139.0,1
INV002575,9,56.125,128.0,1
INV002579,6,40.8,71.0,1
INV002582,6,77.4,173.0,1
INV002585,6,65.0,124.0,1
INV002586,6,87.2,168.0,1
INV002590,10,50.22222222222222,125.0,1
INV002591,6,52.2,139.0,1
INV002594,6,94.0,244.0,1
INV002598,9,51.375,179.0,1
INV002602,8,66.0,151.0,1
INV002606,6,89.6,248.0,1
INV002613,8,65.0,143.0,1
INV002622,7,76.66666666666667,244.0,1
INV002627,6,85.0,182.0,1
INV002628,6,77.0,322.0,1
INV002632,8,65.57142857142857,180.0,1
INV002640,7,70.0,153.0,1
INV002643,6,74.2,229.0,1
INV002645,7,45.166666666666664,133.0,1
INV002654,8,61.857142857142854,115.0,1
INV002659,7,62.333333333333336,224.0,1
INV002666,7,53.166666666666664,100.0,1
INV002671,7,77.16666666666667,163.0,1
INV002673,8,65.0,147.0,1
INV002674,6,75.8,153.0,1
INV002675,8,63.857142857142854,138.0,1
INV002681,7,83.66666666666667,161.0,1
INV002684,6,80.6,266.0,1
INV002688,9,37.0,122.0,1
INV002689,8,50.0,115.0,1
INV002693,7,45.833333333333336,72.0,1
INV002697,7,55.333333333333336,199.0,1
INV002700,7,79.83333333333333,140.0,1
INV002704,8,59.142857142857146,139.0,1
INV002705,8,22.571428571428573,70.0,1
INV002706,6,73.6,133.0,1
INV002711,8,65.57142857142857,230.0,1
INV002712,11,46.8,174.0,1
INV002722,6,61.4,178.0,1
INV002723,9,37.75,102.0,1
INV002724,6,76.6,187.0,1
INV002726,8,45.57142857142857,84.0,1
INV002732,8,70.71428571428571,151.0,1
INV002733,8,51.57142857142857,150.0,1
INV002735,7,68.16666666666667,136.0,1
INV002736,6,70.6,323.0,1
INV002737,8,58.42857142857143,104.0,1
INV002743,6,88.2,190.0,1
INV002744,10,52.888888888888886,139.0,1
INV002746,8,68.0,206.0,1
INV002750,6,72.4,254.0,1
INV002751,7,41.5,102.0,1
INV002758,6,81.0,263.0,1
INV002761,6,80.6,312.0,1
INV002766,6,70.6,151.0,1
INV002767,7,55.333333333333336,145.0,1
INV002769,7,82.0,141.0,1
